연도,시도,학제,학급수,학급수_특수,학생수,학업중단자_전체,자퇴_전체,전출_전체,전입_전체,학업중단률_급,다문화학생_계,국제결혼_국내출생_전체,국제결혼_중도입국_전체,외국인가정_전체,해외출국_급,학생1인당_교지면적,학생1인당_건물면적,일반교실수,교과교실수,특별교실수,학급당_학생수_급,특수학급_비율_급,다문화_비율_급,중도입국_비율_급,외국인가정_비율_급,해외출국_비율_급,자퇴_비율_급,교실_학생당,GRDP_1인당,사교육_참여율,사교육비_1인당_만원,교원1인당_학생수,학력향상_억원,학력향상_세출비중,학력향상_학생당_천원,누리과정_억원,누리과정_학생당_천원,누리과정_세출비중,다문화이탈주민_억원,다문화이탈주민_학생당_천원,다문화이탈주민_세출비중,돌봄교실_억원,돌봄교실_학생당_천원,돌봄교실_세출비중,미달률_중_실측,미달률_고_실측,실측미달률,위험도_pct,위험도_점수
2021,대구,중,2599,94,62755,207,0,1455,1186,0.3,1099,933,64,102,50,24.82410963269859,18.551334555015536,2530,559,1009,24.145825317429782,3.616775682954983,1.7512548800892358,0.10198390566488727,0.16253684965341408,0.07967492630069317,0.0,65.30156959604811,25543.0,79.1,40.0,14.5,267.8304609,0.6852162122956482,108.37327510651988,,,,,,,,,,,,,4.518,19.29
2022,대구,중,2600,92,61975,210,0,1234,1128,0.3,1304,1099,86,119,60,25.140927793465107,18.80501815248084,2558,496,1018,23.83653846153846,3.5384615384615383,2.1040742234772085,0.13876563130294473,0.19201290843081886,0.09681323114158935,0.0,65.70391286809198,26736.0,79.9,43.7,14.18,262.67204,0.7055510693617566,108.16982864767144,1830.3764132,753.7593379812464,4.916488392399117,18.6905551,7.696876083563601,0.0502038250350887,117.68475,48.4632442872262,0.3161074974331908,,,,5.101,22.49
2023,대구,중,2579,92,60646,313,0,1191,1194,0.5,1401,1148,88,165,77,25.54705998746826,19.24283547142433,2560,469,1013,23.5153160139589,3.5672741372625048,2.3101276258945354,0.1451043762160736,0.272070705405138,0.12696632918906442,0.0,66.64907825742836,26736.0,80.2,45.9,13.96,474.02285,1.0792289214856965,197.3278148038681,1709.8165764,711.7681536585061,3.89281550390775,24.0388412,10.006969082636406,0.0547302997356391,129.28969,53.821143863359154,0.294359591943553,,,,5.685,25.7
2024,대구,중,2471,97,61328,301,0,1399,1367,0.5,1480,1189,101,190,89,25.98858596399687,18.934630185233495,2452,451,1044,24.819101578308377,3.925536220153784,2.4132533263762066,0.16468823375945735,0.3098095486564049,0.14512131489694757,0.0,64.35885729193842,26736.0,81.8,47.8,13.86,316.68286,0.7752201130276629,133.07512196761817,1709.2492464,718.253434801427,4.1841367543120445,34.307395,14.41650733486572,0.0839823873940783,227.9862471,95.80340925231016,0.5580962741261547,,,,6.012,27.49
2012,대구,초,5965,215,146899,601,0,10343,10810,0.4,906,799,73,34,460,20.004717527008356,12.473120987889638,0,0,0,24.6268231349539,3.604358759430008,0.6167502842088782,0.04969400744729372,0.02314515415353406,0.31314032090075494,0.0,0.0,18078.0,75.4,24.8,19.32,,,,,,,,,,,,,1.3,1.3666666666666665,,,
2013,대구,초,5970,220,136309,479,0,8602,8823,0.3,1072,893,83,96,351,21.81990917694356,13.911326471472904,0,0,0,22.832328308207707,3.6850921273031827,0.7864484370070942,0.0608910636861836,0.07042821823944127,0.2575031729379571,0.0,0.0,18946.0,71.9,24.2,18.51,45.4984056,0.1852020629383438,13.607243972975963,,,,,,,,,,2.233333333333333,1.6666666666666667,,,
2014,대구,초,5919,223,131765,478,0,8372,8592,0.4,1357,1203,89,65,382,22.50022388342883,14.515326528289,0,0,0,22.261361716506165,3.767528298699105,1.0298637726255075,0.0675444920881873,0.04933024703069859,0.28991006716502865,0.0,0.0,19725.0,70.3,24.2,17.83,37.2588822,0.1387099594207214,11.644419574212742,,,,,,,,,,1.983333333333333,1.4333333333333331,,,
2015,대구,초,5821,223,129583,394,0,7489,7691,0.3,1906,1658,115,133,319,22.991850782895902,15.025628361744982,5929,294,1357,22.26129531008418,3.8309568802611236,1.470871950796015,0.08874620899346364,0.10263691996635362,0.24617426668621656,0.0,58.49532731916995,20991.0,71.3,24.4,17.2,28.8761046,0.1103991214286533,9.44391903559608,,,,,,,,,,1.7333333333333332,1.2,,,
2016,대구,초,5555,228,125541,358,0,7100,7162,0.3,2321,2041,148,132,294,24.139348897969587,15.984785846854813,5737,341,1525,22.5996399639964,4.104410441044105,1.8487984005225384,0.11788977306218684,0.10514493273113962,0.2341864410829928,0.0,60.56188814809504,21602.0,68.9,26.5,16.62,27.4071349,0.0967055795884378,9.406299516079212,,,,,,,,,,1.2,1.1,,,
2017,대구,초,5507,234,124708,465,0,8459,8673,0.4,2724,2382,156,186,334,24.61506880071848,16.632469448632005,5721,372,1637,22.645360450335936,4.249137461412747,2.1843025307117427,0.12509221541520993,0.14914841068736567,0.2678256406966674,0.0,61.984796484587996,22310.0,74.0,30.0,16.18,34.9450234,0.1138355953846855,12.468564893939664,,,,,,,,,,,,,,
2018,대구,초,5473,238,125160,493,0,6950,7059,0.4,3136,2751,158,227,335,24.73023330137424,16.95121444550975,5677,398,1688,22.868627809245385,4.348620500639503,2.505592841163311,0.12623841482901885,0.18136784915308404,0.26765739852988174,0.0,62.024608501118564,23151.0,73.7,30.3,15.39,38.4739574,0.1132053121873712,14.27234388099566,,,,,,,,,,,,,,
2019,대구,초,5458,246,126122,530,0,6243,6078,0.4,3516,3014,200,302,341,24.27528900588319,16.9437132300471,5669,422,1630,23.107731769879077,4.507145474532796,2.7877769144162,0.15857661629216155,0.23945069060116397,0.27037313077813546,0.0,61.218502719588976,23883.0,75.5,32.9,14.99,51.4797334,0.1418741188629066,19.829947458841477,,,,,,,,,,,,,,
2020,대구,초,5443,252,122587,535,0,6262,5945,0.4,3625,3124,205,296,340,25.054867155571145,17.53344155579303,5676,396,1597,22.521954804335845,4.629799742788903,2.9570835406690756,0.16722817264473394,0.24146116635532316,0.2773540424351685,0.0,62.55965151280316,23910.0,65.9,29.0,14.86,77.7966902,0.2168149976589672,31.00000804918771,,,,,,,,,,,,,,
2021,대구,초,5415,256,121308,292,0,7262,6896,0.2,3650,3089,194,367,121,25.458197315923105,17.902026247238435,5640,433,1535,22.402216066481994,4.727608494921514,3.0088699838427804,0.15992350051109572,0.3025356942658357,0.09974610083424013,0.0,62.71639133445445,25543.0,79.1,40.0,14.5,267.8304609,0.6852162122956482,108.37327510651988,,,,,,,,,,,,,,
2022,대구,초,5479,262,121485,469,0,6750,6676,0.4,3764,3184,170,410,189,25.46503683582335,18.25303535415895,5787,418,1451,22.172841759445156,4.781894506296769,3.098324896077705,0.13993497139564556,0.33749022513067456,0.15557476231633535,0.0,63.020125941474255,26736.0,79.9,43.7,14.18,262.67204,0.7055510693617566,108.16982864767144,1830.3764132,753.7593379812464,4.916488392399117,18.6905551,7.696876083563601,0.0502038250350887,117.68475,48.4632442872262,0.3161074974331908,,,,,
2023,대구,초,5456,265,119999,475,0,5648,5836,0.4,3748,3038,190,520,228,25.81748181234844,18.286952391269928,5668,427,1456,21.993951612903224,4.857038123167155,3.1233593613280113,0.15833465278877323,0.43333694447453724,0.1900015833465279,0.0,62.925524379369826,26736.0,80.2,45.9,13.96,474.02285,1.0792289214856965,197.3278148038681,1709.8165764,711.7681536585061,3.89281550390775,24.0388412,10.006969082636406,0.0547302997356391,129.28969,53.821143863359154,0.294359591943553,,,,,
2024,대구,초,5368,271,116562,467,0,5994,6672,0.4,3855,3050,187,618,219,27.466309775055336,19.49622518488015,5695,458,1447,21.714232488822653,5.048435171385991,3.307252792505276,0.16042964259364115,0.5301899418335306,0.18788284346528028,0.0,65.20135207014292,26736.0,81.8,47.8,13.86,316.68286,0.7752201130276629,133.07512196761817,1709.2492464,718.253434801427,4.1841367543120445,34.307395,14.41650733486572,0.0839823873940783,227.9862471,95.80340925231016,0.5580962741261547,,,,,
2012,대전,고,1867,43,63496,1575,0,579,511,2.5,86,60,18,8,196,23.58647788837092,12.396513166183697,0,0,0,34.009641135511515,2.3031601499732193,0.1354416026206375,0.028348242408970645,0.012599218848431397,0.3086808617865692,0.0,0.0,21347.0,73.4,24.3,20.77,,,,,,,,,,,,,1.8333333333333333,1.1666666666666667,1.1666666666666667,2.902,10.43
2013,대전,고,1865,43,62812,1306,1252,678,567,2.1,116,93,17,6,173,24.443752786091828,13.084315099025664,0,0,0,33.67935656836461,2.3056300268096517,0.1846780869897472,0.02706489205884226,0.009552314844297267,0.27542507801057126,1.99324969751003,0.0,21793.0,72.7,25.9,20.09,35.24697,0.2215452934077538,16.302418515589228,,,,,,,,,,2.933333333333333,1.6666666666666667,1.6666666666666667,2.924,10.55
2014,대전,고,1867,46,61009,995,950,1042,715,1.6,134,118,13,3,130,25.08583979412873,13.761281122457342,0,0,0,32.67755757900375,2.4638457418318156,0.21963972528643316,0.021308331557639035,0.0049173072825320855,0.21308331557639038,1.5571473061351604,0.0,22497.0,70.5,25.7,19.39,39.5887062,0.2348404954412523,18.90821939791664,,,,,,,,,,2.8,1.7000000000000002,1.7000000000000002,2.452,7.96
2015,대전,고,1861,47,58598,820,721,1059,764,1.3,136,117,12,7,96,26.027355882453325,14.519830028328611,1769,426,728,31.487372380440622,2.525523911875336,0.23208983241748865,0.020478514625072528,0.011945800197958975,0.16382811700058023,1.2304174203897744,49.882248540905834,24094.0,70.2,25.4,18.9,34.4650466,0.2077621911301066,17.208689265367465,,,,,,,,,,2.6666666666666665,1.7333333333333334,1.7333333333333334,2.262,6.91
2016,대전,고,1855,48,57087,746,694,916,698,1.3,174,140,10,24,115,26.6563490812269,15.07462294392769,1713,469,732,30.77466307277628,2.587601078167116,0.30479793998633664,0.0175171229877205,0.04204109517052919,0.2014469143587857,1.2156883353478025,51.04489638621753,25606.0,68.8,25.7,18.24,32.265325,0.1869099203475742,16.921899911890577,,,,,,,,,,2.4,1.8,1.8,3.037,11.17
2017,대전,고,1842,48,53770,727,692,741,558,1.3,174,141,18,15,104,28.30442625999628,15.921201413427562,1678,499,741,29.191096634093377,2.6058631921824107,0.32360052073647017,0.03347591593825554,0.027896596615212942,0.19341640319880973,1.2869629905151572,54.268179282127576,26533.0,72.7,27.6,17.36,51.9213827,0.2718268914030229,28.37683714905641,,,,,,,,,,,,,3.416,13.25
2018,대전,고,1843,57,49332,749,698,760,535,1.4,170,133,20,17,69,31.30894753912268,17.408294818778884,1683,499,721,26.76722734671731,3.0927835051546393,0.34460390821373554,0.040541636260439474,0.03446039082137355,0.13986864509851615,1.4149031054893375,58.84618503202789,27214.0,73.8,27.0,16.7,56.6860834,0.2750790180131216,32.30712606861963,,,,,,,,,,,,,3.596,14.23
2019,대전,고,1838,59,44895,775,749,650,469,1.6,178,152,14,12,63,34.41022385566321,19.395144225414857,1710,468,750,24.426006528835693,3.2100108813928183,0.3964806771355385,0.03118387348257044,0.026729034413631808,0.140327430671567,1.6683372313175187,65.21884396926161,28561.0,74.5,31.1,16.29,67.662086,0.2921607223047428,40.18654510898616,,,,,,,,,,,,,3.997,16.43
2020,대전,고,1836,60,42488,747,728,574,459,1.7,200,171,21,8,40,36.3049096215402,20.714625305968745,1764,426,730,23.14161220043573,3.2679738562091507,0.47072114479382415,0.049425720203351536,0.018828845791752966,0.09414422895876483,1.7134249670495199,68.72528713989833,29757.0,68.2,30.2,15.81,57.1655274,0.2436152112676056,35.07324261146458,,,,,,,,,,,,,3.891,15.85
2021,대전,고,1837,60,40840,506,500,478,365,1.2,245,205,29,11,35,37.66922135161606,21.672747306562197,1765,435,729,22.231899836690257,3.26619488296135,0.5999020568070519,0.07100881488736534,0.02693437806072478,0.08570029382957885,1.2242899118511263,71.71890303623898,31590.0,75.6,36.4,15.31,91.6366145,0.3652854924799592,57.31515398856657,,,,,,,,,,,,,4.806,20.87
2022,대전,고,1836,61,39153,620,604,489,365,1.5,292,254,22,16,23,39.209690189768345,22.83615559471816,1784,435,741,21.325163398692812,3.32244008714597,0.7457921487497765,0.05618981942635303,0.04086532321916583,0.058743902127550894,1.5426659515235104,75.6008479554568,33682.0,77.7,38.9,14.87,96.00694,0.3817394300108057,61.37923230360066,1144.81772,731.9057641162029,4.551984095098439,11.632029,7.436597918371522,0.0462508660345716,104.725588,66.95324519230769,0.4164062126203217,,,,5.262,23.37
2023,대전,고,1833,59,39014,757,747,443,379,1.9,439,389,30,20,23,39.26077818219101,22.94035474445071,1779,426,738,21.284233496999455,3.218767048554282,1.1252370943763776,0.07689547341979802,0.051263648946532014,0.05895319628851181,1.914697288152971,75.43445942482185,33682.0,77.9,41.0,14.72,104.9889,0.3426592049964728,68.6507075039887,1051.4545366,687.5307565453927,3.431701595133302,11.7293,7.669617869379855,0.0382816908565108,164.503315,107.5663137865195,0.5369003307700561,,,,6.346,29.32
2024,대전,고,1830,60,39339,784,775,435,318,2.0,517,441,52,24,35,39.166526856300365,22.745901014260657,1769,474,694,21.496721311475408,3.278688524590164,1.3142174432497014,0.13218434632298737,0.061008159841378785,0.08897023310201073,1.9700551615445234,74.65873560588729,33682.0,78.6,45.7,14.6,28.72056,0.1061016401280323,19.19951868440404,1023.3409966,684.0971967377499,3.780502822699668,11.6460116,7.785287519219199,0.0430235668005808,216.5134674,144.73792860485327,0.7998602395269196,,,,7.792,37.26
2012,대전,중,1878,67,61598,590,0,2186,2442,0.9,166,134,25,7,284,21.02345855384915,11.93662131887399,0,0,0,32.79978700745474,3.567625133120341,0.2694892691321147,0.04058573330302932,0.011364005324848209,0.4610539303224131,0.0,0.0,21347.0,73.4,24.3,20.77,,,,,,,,,,,,,1.8333333333333333,1.1666666666666667,1.8333333333333333,2.259,6.9
2013,대전,중,1859,70,59997,633,0,2160,2068,1.0,206,165,26,15,278,21.457289531143225,12.433821691084557,0,0,0,32.273803119956966,3.7654653039268426,0.34335050085837626,0.043335500108338754,0.025001250062503127,0.4633565011583913,0.0,0.0,21793.0,72.7,25.9,20.09,35.24697,0.2215452934077538,16.302418515589228,,,,,,,,,,2.933333333333333,1.6666666666666667,2.933333333333333,2.451,7.95
2014,대전,중,1805,68,56765,538,0,1783,1655,0.9,205,162,26,17,250,22.727719545494583,13.31026160486215,0,0,0,31.44875346260388,3.7673130193905813,0.36113802519157934,0.0458028714877125,0.029948031357350482,0.4404122258433894,0.0,0.0,22497.0,70.5,25.7,19.39,39.5887062,0.2348404954412523,18.90821939791664,,,,,,,,,,2.8,1.7000000000000002,2.8,2.581,8.66
2015,대전,중,1745,74,52215,441,0,1893,1620,0.8,214,163,24,27,199,24.442152638130807,14.523834147275688,1668,370,635,29.922636103151863,4.240687679083095,0.40984391458393177,0.04596380350474002,0.05170927894283252,0.3811165373934693,0.0,51.192186153404194,24094.0,70.2,25.4,18.9,34.4650466,0.2077621911301066,17.208689265367465,,,,,,,,,,2.6666666666666665,1.7333333333333334,2.6666666666666665,2.667,9.14
2016,대전,중,1665,74,47646,305,0,1774,1194,0.6,259,200,23,36,152,26.92022415312933,16.110607396213744,1613,394,647,28.616216216216216,4.444444444444445,0.5435923267430635,0.048272677664441925,0.07555723460521345,0.31901943499979013,0.0,55.70247240062125,25606.0,68.8,25.7,18.24,32.265325,0.1869099203475742,16.921899911890577,,,,,,,,,,2.4,1.8,2.4,2.915,10.5
2017,대전,중,1609,74,44961,322,0,1259,990,0.7,269,223,35,11,138,28.62467471808901,17.17008073663842,1571,404,669,27.94344313238036,4.599129894344313,0.5982963012388515,0.07784524365561264,0.024465648006049688,0.306932674984987,0.0,58.806521207268524,26533.0,72.7,27.6,17.36,51.9213827,0.2718268914030229,28.37683714905641,,,,,,,,,,,,,2.838,10.07
2018,대전,중,1593,79,42675,288,0,1352,913,0.6,335,295,26,14,139,30.126936145284123,18.130896309314583,1534,426,665,26.789077212806028,4.959196484620213,0.7850029291154071,0.06092560046865846,0.032806092560046865,0.325717633274751,0.0,61.511423550087876,27214.0,73.8,27.0,16.7,56.6860834,0.2750790180131216,32.30712606861963,,,,,,,,,,,,,2.992,10.92
2019,대전,중,1578,79,40732,304,0,1195,851,0.7,442,371,43,28,147,31.58580477266032,19.220981046842777,1528,431,679,25.812420785804814,5.006337135614702,1.0851419031719534,0.10556810370224885,0.06874202101541786,0.36089561033094375,0.0,64.7648040852401,28561.0,74.5,31.1,16.29,67.662086,0.2921607223047428,40.18654510898616,,,,,,,,,,,,,3.614,14.33
2020,대전,중,1599,83,40694,275,0,1065,883,0.7,530,459,44,27,103,31.15663242738487,19.61920676266772,1553,432,656,25.44965603502189,5.190744215134459,1.3024033026981865,0.1081240477711702,0.06634884749594534,0.25310856637342116,0.0,64.89900230992284,29757.0,68.2,30.2,15.81,57.1655274,0.2436152112676056,35.07324261146458,,,,,,,,,,,,,3.834,15.54
2021,대전,중,1605,86,41158,200,0,857,713,0.5,643,566,48,29,46,30.53994363185772,19.53950629282278,1554,430,636,25.64361370716511,5.358255451713396,1.5622722192526362,0.11662374265027456,0.07046017785120755,0.11176442003984643,0.0,63.657126196608196,31590.0,75.6,36.4,15.31,91.6366145,0.3652854924799592,57.31515398856657,,,,,,,,,,,,,3.858,15.67
2022,대전,중,1648,83,40303,208,0,897,731,0.5,722,628,51,43,79,31.502816167530952,20.334565665086966,1602,427,637,24.455703883495147,5.036407766990291,1.7914299183683597,0.1265414485274049,0.10669180954271393,0.19601518497382328,0.0,66.14892191648264,33682.0,77.7,38.9,14.87,96.00694,0.3817394300108057,61.37923230360066,1144.81772,731.9057641162029,4.551984095098439,11.632029,7.436597918371522,0.0462508660345716,104.725588,66.95324519230769,0.4164062126203217,,,,4.274,17.95
2023,대전,중,1632,81,39030,268,0,1093,969,0.7,835,726,55,54,100,32.51094030233154,21.12654368434537,1581,430,640,23.915441176470587,4.963235294117647,2.139379964130156,0.14091724314629772,0.13835511145272866,0.25621316935690497,0.0,67.9221111965155,33682.0,77.9,41.0,14.72,104.9889,0.3426592049964728,68.6507075039887,1051.4545366,687.5307565453927,3.431701595133302,11.7293,7.669617869379855,0.0382816908565108,164.503315,107.5663137865195,0.5369003307700561,,,,4.834,21.03
2024,대전,중,1622,83,38885,259,0,882,809,0.7,908,775,63,70,82,32.60725215378681,21.35535553555356,1566,424,639,23.973489519112206,5.117139334155364,2.335090651922335,0.16201620162016203,0.18001800180018002,0.2108782306802109,0.0,67.6096181046676,33682.0,78.6,45.7,14.6,28.72056,0.1061016401280323,19.19951868440404,1023.3409966,684.0971967377499,3.780502822699668,11.6460116,7.785287519219199,0.0430235668005808,216.5134674,144.73792860485327,0.7998602395269196,,,,5.244,23.28
2012,대전,초,3986,151,98665,688,0,8582,8945,0.7,655,546,56,53,603,21.48693052247504,13.119252014392137,0,0,0,24.752885097842448,3.7882589061716008,0.6638625652460346,0.056757715501951043,0.053717123600060805,0.6111589722799371,0.0,0.0,21347.0,73.4,24.3,20.77,,,,,,,,,,,,,1.8333333333333333,1.1666666666666667,,,
2013,대전,초,3988,145,93398,615,0,7400,7423,0.6,821,715,47,59,540,22.63621276686867,13.957836356238891,0,0,0,23.4197592778335,3.6359077231695083,0.8790338122872009,0.05032227670828069,0.06317051756996939,0.578170838775991,0.0,0.0,21793.0,72.7,25.9,20.09,35.24697,0.2215452934077538,16.302418515589228,,,,,,,,,,2.933333333333333,1.6666666666666667,,,
2014,대전,초,3962,148,91599,746,0,6107,6130,0.8,1039,919,59,61,520,23.216377908055765,14.474099062216837,0,0,0,23.119384149419485,3.735487127713276,1.134291859081431,0.06441118352820445,0.06659461347831308,0.5676917870282427,0.0,0.0,22497.0,70.5,25.7,19.39,39.5887062,0.2348404954412523,18.90821939791664,,,,,,,,,,2.8,1.7000000000000002,,,
2015,대전,초,3997,153,89464,670,0,7306,6694,0.7,1317,1158,68,91,476,24.047180989001163,15.160399713851382,4079,166,898,22.382787090317738,3.8278709031773825,1.4721005097022266,0.07600822677278012,0.1017168917106322,0.5320575874094607,0.0,57.48681033711884,24094.0,70.2,25.4,18.9,34.4650466,0.2077621911301066,17.208689265367465,,,,,,,,,,2.6666666666666665,1.7333333333333334,,,
2016,대전,초,3956,158,85939,529,0,6902,5016,0.6,1578,1361,79,138,395,24.99760295093031,15.848834638522671,4067,173,890,21.7237108190091,3.993933265925177,1.8361861320238773,0.09192566820651858,0.16057901534809574,0.4596283410325929,0.0,59.69350353157473,25606.0,68.8,25.7,18.24,32.265325,0.1869099203475742,16.921899911890577,,,,,,,,,,2.4,1.8,,,
2017,대전,초,3891,153,84240,608,0,5163,4332,0.7,1811,1631,69,111,340,25.72025166191833,16.30878442545109,4073,132,869,21.649961449498843,3.932151117964534,2.149810066476733,0.08190883190883191,0.13176638176638178,0.40360873694207033,0.0,60.2326685660019,26533.0,72.7,27.6,17.36,51.9213827,0.2718268914030229,28.37683714905641,,,,,,,,,,,,,,
